threshold	term	key	value
0.66 	414	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.66 	415	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G53170,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G01500,AT3G21055,AT5G19370,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.66 	416	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.66 	417	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.66 	418	AT4G24930,AT4G01050,AT1G80380,AT4G27700,AT1G14590	[0, 1, 2]
0.66 	419	AT1G30510,AT1G74070,AT1G27510,AT1G31180,AT4G38100,AT2G40400	[0, 1, 2]
0.66 	420	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.66 	421	AT4G01050,AT1G80380,AT4G27700,AT1G10170,AT1G14590	[0, 1, 2]
0.65 	422	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.65 	423	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G53170,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G01500,AT3G21055,AT5G19370,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.65 	424	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.65 	425	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.65 	426	AT5G02160,AT4G24750,AT5G53490,AT4G24930,AT1G05385,AT1G30510	[0, 1, 2, 3, 4, 5, 6]
0.65 	427	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT3G24590,AT1G14590	[0, 1, 2]
0.65 	428	AT1G30510,AT1G74070,AT1G27510,AT1G31180,AT4G38100,AT2G40400	[0, 1, 2]
0.65 	429	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.64 	430	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.64 	431	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.64 	432	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.64 	433	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.64 	434	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G01050,AT4G24930,AT5G23890,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.64 	435	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT3G24590,AT1G14590	[0, 1, 2]
0.64 	436	AT1G30510,AT1G74070,AT1G27510,AT1G31180,AT4G38100,AT2G40400	[0, 1, 2]
0.63 	437	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.63 	438	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.63 	439	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.63 	440	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.63 	441	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT3G24590,AT1G14590	[0, 1, 2]
0.63 	442	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G53170,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G01500,AT4G16155,AT5G19370,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT5G52440,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.63 	443	AT2G26340,AT1G30510,AT5G53490,AT4G24930,AT1G05385,AT1G14590	[0, 1, 2, 3, 4, 5, 6]
0.63 	444	AT1G30510,AT1G74070,AT1G27510,AT1G31180,AT4G38100,AT2G40400	[0, 1, 2]
0.62 	445	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT5G53490,AT4G24930,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.62 	446	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.62 	447	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.62 	448	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.62 	449	AT2G21160,AT5G62720,AT1G74070,AT1G27510,AT1G78915,AT4G38100	[0, 1, 2, 3, 4, 5, 6]
0.62 	450	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.62 	451	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT3G24590,AT1G14590	[0, 1, 2]
0.61 	452	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT5G53490,AT4G24930,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.61 	453	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.61 	454	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.61 	455	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.61 	456	AT2G21160,AT5G62720,AT1G74070,AT1G27510,AT1G78915,AT4G38100	[0, 1, 2, 3, 4, 5, 6]
0.61 	457	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.61 	458	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT3G24590,AT1G14590	[0, 1, 2]
0.6 	459	AT2G26340,AT1G30510,AT1G79450,AT4G24750,AT5G53490,AT4G24930,AT1G14590,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.6 	460	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.6 	461	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.6 	462	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.6 	463	AT2G21160,AT1G50450,AT5G62720,AT1G74070,AT1G27510,AT1G78915,AT4G38100,AT1G65260	[0, 1, 2, 3, 4, 5, 6]
0.6 	464	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.6 	465	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G01500,AT4G16155,AT5G19370,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.6 	466	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT3G24590,AT1G14590	[0, 1, 2]
0.59 	467	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT5G53490,AT4G24930,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.59 	468	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT4G16155,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.59 	469	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.59 	470	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.59 	471	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.59 	472	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT3G24590,AT1G14590	[0, 1, 2]
0.59 	473	AT5G07020,AT4G28025,AT1G65230,AT1G54780,AT1G22450	[0, 1, 2]
0.58 	474	AT2G26340,AT1G30510,AT1G79450,AT4G24750,AT5G53490,AT4G24930,AT1G14590,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.58 	475	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.58 	476	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.58 	477	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.58 	478	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT5G20140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.58 	479	AT1G54780,AT5G07020,AT1G54500,AT2G22360,AT1G65230,AT1G22450	[0, 1, 2, 3]
0.58 	480	AT1G10170,AT4G27700,AT4G01050,AT1G80380,AT4G24930,AT3G24590,AT1G14590	[0, 1, 2]
0.57 	481	AT2G26340,AT1G30510,AT1G79450,AT4G24750,AT5G53490,AT4G24930,AT1G14590,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.57 	482	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.57 	483	AT3G56040,AT1G79040,AT1G44575,AT1G65230,AT1G71500	[0, 1, 2, 3, 4, 5, 6]
0.57 	484	AT3G01480,AT1G73530,AT4G33520,AT4G31390,AT1G03600	[0, 1]
0.57 	485	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.57 	486	AT1G54780,AT5G07020,AT1G54500,AT2G22360,AT1G65230,AT1G22450,AT5G52440	[0, 1, 2, 3]
0.57 	487	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.57 	488	AT1G23740,AT1G10170,AT1G79450,AT4G24750,AT4G01050,AT5G53490,AT4G24930,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.56 	489	AT2G26550,AT1G79040,AT3G56040,AT1G44575,AT1G71500,AT1G65230	[0, 1, 2, 3, 4, 5, 6]
0.56 	490	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.56 	491	AT3G46610,AT5G07020,AT2G26550,AT1G65230,AT1G22450	[0, 1, 2]
0.56 	492	AT1G54780,AT5G07020,AT1G54500,AT2G22360,AT1G65230,AT1G22450,AT5G52440	[0, 1, 2, 3]
0.56 	493	AT3G01480,AT1G73530,AT4G33520,AT4G31390,AT1G03600	[0, 1, 2]
0.56 	494	AT1G20810,AT2G30695,AT2G37400,AT1G21750,AT5G35170,AT1G03090,AT3G25480,AT2G21530,AT5G08050,AT3G15840,AT3G15360	[0, 1, 2]
0.56 	495	AT1G23740,AT1G10170,AT1G79450,AT4G24750,AT4G01050,AT4G24930,AT4G39730,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.56 	496	AT2G26550,AT5G07020,AT1G65230,AT1G54780,AT1G22450	[0, 1, 2, 3]
0.56 	497	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
0.56 	498	AT1G23740,AT1G30510,AT1G79450,AT5G02160,AT4G24750,AT4G01050,AT5G53490,AT4G24930,AT4G39730,AT1G05385,AT4G01900	[0, 1, 2, 3, 4, 5, 6]
0.55 	499	AT2G26550,AT1G79040,AT3G56040,AT1G44575,AT1G71500,AT1G65230	[0, 1, 2, 3, 4, 5, 6]
0.55 	500	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G41680	[0, 1, 2]
0.55 	501	AT3G46610,AT5G07020,AT2G26550,AT1G65230,AT1G22450	[0, 1, 2]
0.55 	502	AT2G17630,AT4G38380,AT3G10470,AT3G46780,AT5G52440,AT1G07510,AT1G75690,AT3G26580,AT4G13670,AT1G14150,AT1G12250,AT5G19500,AT5G42070,AT1G02560,AT5G13120,AT5G53170,AT4G04020,AT5G39830,AT1G74710,AT2G29500,AT1G03160,AT1G66670,AT3G60370,AT5G52970,AT3G58010,AT2G40760,AT1G54050,AT3G22690,AT1G51350,AT4G39460,AT5G59250,AT5G12470,AT1G14345,AT5G21430,AT1G80030,AT1G56500,AT1G72640,AT4G19830,AT1G17850,AT1G29920,AT2G35040,AT5G15250,AT4G13010,AT3G28850,AT1G22020,AT5G42270,AT1G15820,AT2G37660,AT2G22360,AT1G67700,AT1G18730,AT1G67280,AT2G27290,AT4G20820,AT5G20140,AT5G19370,AT5G01500,AT3G21055,AT3G14420,AT2G30950,AT1G15140,AT1G55370,AT2G20260,AT3G55330,AT1G52220,AT3G08920,AT1G79230,AT4G16155,AT2G20270,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT4G35770,AT2G29180,AT2G26800	[0, 1, 2, 3, 4, 5, 6]
